{'股票名称': 'R007', '股票代码': '201001', '价格': '2.48', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R091', '股票代码': '201004', '价格': '4.45', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R182', '股票代码': '201005', '价格': '3.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R014', '股票代码': '201002', '价格': '3.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC003', '股票代码': '202003', '价格': '1.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R002', '股票代码': '201009', '价格': '1.67', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R004', '股票代码': '201010', '价格': '4.18', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC007', '股票代码': '202007', '价格': '2.20', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R003', '股票代码': '201000', '价格': '2.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R028', '股票代码': '201003', '价格': '2.30', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R007', '股票代码': '203016', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC001', '股票代码': '202001', '价格': '1.98', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R028', '股票代码': '203017', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R091', '股票代码': '203018', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R028', '股票代码': '203041', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R091', '股票代码': '203042', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R007', '股票代码': '203052', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R028', '股票代码': '203053', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'GC002', '股票代码': '204002', '价格': '2.71', '升跌': '+0.09', '涨跌幅': '+3.43%'}
{'股票名称': 'GC001', '股票代码': '204001', '价格': '2.79', '升跌': '+0.14', '涨跌幅': '+5.49%'}
{'股票名称': 'GC004', '股票代码': '204004', '价格': '2.74', '升跌': '+0.07', '涨跌幅': '+2.62%'}
{'股票名称': 'GC007', '股票代码': '204007', '价格': '2.91', '升跌': '+0.20', '涨跌幅': '+7.38%'}
{'股票名称': 'GC091', '股票代码': '204091', '价格': '3.20', '升跌': '+0.01', '涨跌幅': '+0.47%'}
{'股票名称': 'GC014', '股票代码': '204014', '价格': '2.87', '升跌': '+0.08', '涨跌幅': '+3.05%'}
{'股票名称': 'GC182', '股票代码': '204182', '价格': '2.69', '升跌': '-0.32', '涨跌幅': '-10.63%'}
{'股票名称': '基金金泰', '股票代码': '500001', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安信', '股票代码': '500003', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金泰和', '股票代码': '500002', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉盛', '股票代码': '500005', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕阳', '股票代码': '500006', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴华', '股票代码': '500008', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': 'GC028', '股票代码': '204028', '价格': '2.85', '升跌': '+0.07', '涨跌幅': '+2.70%'}
{'股票名称': '基金金元', '股票代码': '500010', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安瑞', '股票代码': '500013', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金景阳', '股票代码': '500007', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉兴', '股票代码': '500015', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕元', '股票代码': '500016', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鑫', '股票代码': '500011', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鼎', '股票代码': '500021', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金科讯', '股票代码': '500029', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴业', '股票代码': '500028', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金通乾', '股票代码': '500038', '价格': '0.94', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '0.9515', '折价率': '-1.42'}
{'股票名称': '润达医疗', '股票代码': '603108', '价格': '9.20', '升跌': '-0.35', '涨跌幅': '-3.66%', '今开': '9.97', '成交量': '10.78万手', '最高': '10.07', '涨停': '10.51', '内盘': '6.01万手', '成交额': '1.03亿', '委比': '-81.00%', '流通市值': '46.76亿', '市盈率MRQ': '16.44', '每股收益': '0.42', '总股本': '5.80亿', '昨收': '9.55', '换手率': '2.12%', '最低': '9.06', '跌停': '8.60', '外盘': '4.78万手', '振幅': '10.58%', '量比': '4.92', '总市值': '53.32亿', '市净率': '2.14', '每股净资产': '4.29', '流通股本': '5.08亿'}
{'股票名称': '芯能科技', '股票代码': '603105', '价格': '13.38', '升跌': '-1.14', '涨跌幅': '-7.85%', '今开': '14.50', '成交量': '10.50万手', '最高': '14.59', '涨停': '15.97', '内盘': '6.81万手', '成交额': '1.45亿', '委比': '65.14%', '流通市值': '11.77亿', '市盈率MRQ': '69.81', '每股收益': '0.14', '总股本': '5.00亿', '昨收': '14.52', '换手率': '11.93%', '最低': '13.20', '跌停': '13.07', '外盘': '3.68万手', '振幅': '9.57%', '量比': '--', '总市值': '66.90亿', '市净率': '4.57', '每股净资产': '2.93', '流通股本': '8800.00万'}
{'股票名称': '东方材料', '股票代码': '603110', '价格': '10.94', '升跌': '-0.85', '涨跌幅': '-7.21%', '今开': '11.99', '成交量': '2.11万手', '最高': '11.99', '涨停': '12.97', '内盘': '1.29万手', '成交额': '2387.39万', '委比': '25.51%', '流通市值': '5.94亿', '市盈率MRQ': '41.29', '每股收益': '0.20', '总股本': '1.44亿', '昨收': '11.79', '换手率': '3.89%', '最低': '10.87', '跌停': '10.61', '外盘': '8215手', '振幅': '9.50%', '量比': '--', '总市值': '15.72亿', '市净率': '2.48', '每股净资产': '4.41', '流通股本': '5430.05万'}
{'股票名称': '康尼机电', '股票代码': '603111', '价格': '4.50', '升跌': '-0.22', '涨跌幅': '-4.66%', '今开': '4.74', '成交量': '8.91万手', '最高': '4.75', '涨停': '5.19', '内盘': '6.03万手', '成交额': '4095.92万', '委比': '76.13%', '流通市值': '33.23亿', '市盈率MRQ': '--', '每股收益': '-0.54', '总股本': '9.93亿', '昨收': '4.72', '换手率': '1.21%', '最低': '4.50', '跌停': '4.25', '外盘': '2.89万手', '振幅': '5.30%', '量比': '0.76', '总市值': '44.70亿', '市净率': '1.03', '每股净资产': '4.35', '流通股本': '7.38亿'}
{'股票名称': '共进股份', '股票代码': '603118', '价格': '5.54', '升跌': '-0.26', '涨跌幅': '-4.48%', '今开': '5.78', '成交量': '10.02万手', '最高': '5.79', '涨停': '6.38', '内盘': '6.46万手', '成交额': '5622.50万', '委比': '14.02%', '流通市值': '42.98亿', '市盈率MRQ': '27.92', '每股收益': '0.15', '总股本': '7.82亿', '昨收': '5.80', '换手率': '1.29%', '最低': '5.50', '跌停': '5.22', '外盘': '3.56万手', '振幅': '5.00%', '量比': '2.38', '总市值': '43.31亿', '市净率': '0.98', '每股净资产': '5.67', '流通股本': '7.76亿'}
{'股票名称': '金能科技', '股票代码': '603113', '价格': '12.15', '升跌': '-0.90', '涨跌幅': '-6.90%', '今开': '13.05', '成交量': '7.44万手', '最高': '13.06', '涨停': '14.36', '内盘': '5.16万手', '成交额': '9306.08万', '委比': '-10.43%', '流通市值': '40.32亿', '市盈率MRQ': '6.68', '每股收益': '1.36', '总股本': '6.76亿', '昨收': '13.05', '换手率': '2.24%', '最低': '12.14', '跌停': '11.75', '外盘': '2.28万手', '振幅': '7.05%', '量比': '--', '总市值': '82.13亿', '市净率': '1.76', '每股净资产': '6.92', '流通股本': '3.32亿'}
{'股票名称': '万林股份', '股票代码': '603117', '价格': '3.84', '升跌': '-0.24', '涨跌幅': '-5.88%', '今开': '4.07', '成交量': '13.90万手', '最高': '4.07', '涨停': '4.49', '内盘': '8.74万手', '成交额': '5457.88万', '委比': '70.70%', '流通市值': '24.03亿', '市盈率MRQ': '22.56', '每股收益': '0.13', '总股本': '6.47亿', '昨收': '4.08', '换手率': '2.22%', '最低': '3.81', '跌停': '3.67', '外盘': '5.15万手', '振幅': '6.37%', '量比': '2.91', '总市值': '24.85亿', '市净率': '1.12', '每股净资产': '3.44', '流通股本': '6.26亿'}
{'股票名称': '红蜻蜓', '股票代码': '603116', '价格': '7.25', '升跌': '-0.30', '涨跌幅': '-3.97%', '今开': '7.53', '成交量': '3.32万手', '最高': '7.60', '涨停': '8.31', '内盘': '2.34万手', '成交额': '2435.74万', '委比': '6.58%', '流通市值': '41.77亿', '市盈率MRQ': '13.64', '每股收益': '0.40', '总股本': '5.85亿', '昨收': '7.55', '换手率': '0.58%', '最低': '7.19', '跌停': '6.80', '外盘': '9892手', '振幅': '5.43%', '量比': '0.59', '总市值': '42.44亿', '市净率': '1.19', '每股净资产': '6.07', '流通股本': '5.76亿'}
{'股票名称': '横店影视', '股票代码': '603103', '价格': '22.18', '升跌': '-1.21', '涨跌幅': '-5.17%', '今开': '23.22', '成交量': '1.21万手', '最高': '23.45', '涨停': '25.73', '内盘': '7838手', '成交额': '2715.08万', '委比': '-33.79%', '流通市值': '11.76亿', '市盈率MRQ': '23.32', '每股收益': '0.71', '总股本': '4.53亿', '昨收': '23.39', '换手率': '2.28%', '最低': '21.90', '跌停': '21.05', '外盘': '4268手', '振幅': '6.63%', '量比': '--', '总市值': '100.48亿', '市净率': '4.58', '每股净资产': '4.84', '流通股本': '5300.00万'}
{'股票名称': '华贸物流', '股票代码': '603128', '价格': '5.97', '升跌': '-0.18', '涨跌幅': '-2.93%', '今开': '6.13', '成交量': '26.10万手', '最高': '6.28', '涨停': '6.77', '内盘': '13.69万手', '成交额': '1.59亿', '委比': '25.39%', '流通市值': '57.00亿', '市盈率MRQ': '17.73', '每股收益': '0.25', '总股本': '10.12亿', '昨收': '6.15', '换手率': '2.73%', '最低': '5.96', '跌停': '5.54', '外盘': '12.41万手', '振幅': '5.20%', '量比': '3.00', '总市值': '60.42亿', '市净率': '1.53', '每股净资产': '3.90', '流通股本': '9.55亿'}
{'股票名称': '春风动力', '股票代码': '603129', '价格': '16.87', '升跌': '-0.60', '涨跌幅': '-3.43%', '今开': '17.12', '成交量': '1.27万手', '最高': '17.77', '涨停': '19.22', '内盘': '7155手', '成交额': '2201.82万', '委比': '13.64%', '流通市值': '11.00亿', '市盈率MRQ': '17.52', '每股收益': '0.72', '总股本': '1.35亿', '昨收': '17.47', '换手率': '1.95%', '最低': '16.80', '跌停': '15.72', '外盘': '5566手', '振幅': '5.55%', '量比': '--', '总市值': '22.71亿', '市净率': '2.37', '每股净资产': '7.12', '流通股本': '6517.73万'}
{'股票名称': '中材节能', '股票代码': '603126', '价格': '5.12', '升跌': '-0.27', '涨跌幅': '-5.01%', '今开': '5.36', '成交量': '4.26万手', '最高': '5.42', '涨停': '5.93', '内盘': '2.71万手', '成交额': '2242.75万', '委比': '-28.66%', '流通市值': '31.26亿', '市盈率MRQ': '25.52', '每股收益': '0.15', '总股本': '6.11亿', '昨收': '5.39', '换手率': '0.70%', '最低': '5.12', '跌停': '4.85', '外盘': '1.55万手', '振幅': '5.57%', '量比': '0.47', '总市值': '31.26亿', '市净率': '1.92', '每股净资产': '2.67', '流通股本': '6.11亿'}
{'股票名称': '碳元科技', '股票代码': '603133', '价格': '16.12', '升跌': '-1.13', '涨跌幅': '-6.55%', '今开': '17.25', '成交量': '4.22万手', '最高': '17.34', '涨停': '18.98', '内盘': '2.74万手', '成交额': '6987.85万', '委比': '48.95%', '流通市值': '18.05亿', '市盈率MRQ': '53.87', '每股收益': '0.22', '总股本': '2.08亿', '昨收': '17.25', '换手率': '3.77%', '最低': '16.10', '跌停': '15.53', '外盘': '1.48万手', '振幅': '7.19%', '量比': '--', '总市值': '33.53亿', '市净率': '3.64', '每股净资产': '4.43', '流通股本': '1.12亿'}
{'股票名称': '翠微股份', '股票代码': '603123', '价格': '5.90', '升跌': '-0.25', '涨跌幅': '-4.07%', '今开': '6.20', '成交量': '2.02万手', '最高': '6.20', '涨停': '6.77', '内盘': '1.11万手', '成交额': '1206.90万', '委比': '-11.57%', '流通市值': '30.92亿', '市盈率MRQ': '25.50', '每股收益': '0.17', '总股本': '5.24亿', '昨收': '6.15', '换手率': '0.39%', '最低': '5.87', '跌停': '5.54', '外盘': '9127手', '振幅': '5.37%', '量比': '0.19', '总市值': '30.92亿', '市净率': '1.01', '每股净资产': '5.84', '流通股本': '5.24亿'}
{'股票名称': '上海沪工', '股票代码': '603131', '价格': '14.71', '升跌': '-1.19', '涨跌幅': '-7.48%', '今开': '15.67', '成交量': '2.15万手', '最高': '15.83', '涨停': '17.49', '内盘': '1.43万手', '成交额': '3284.80万', '委比': '24.65%', '流通市值': '7.36亿', '市盈率MRQ': '48.82', '每股收益': '0.23', '总股本': '2.00亿', '昨收': '15.90', '换手率': '4.30%', '最低': '14.50', '跌停': '14.31', '外盘': '7193手', '振幅': '8.36%', '量比': '1.24', '总市值': '29.42亿', '市净率': '4.35', '每股净资产': '3.38', '流通股本': '5000.00万'}
{'股票名称': '康惠制药', '股票代码': '603139', '价格': '16.45', '升跌': '-0.78', '涨跌幅': '-4.53%', '今开': '17.25', '成交量': '1.12万手', '最高': '17.25', '涨停': '18.95', '内盘': '7138手', '成交额': '1872.95万', '委比': '-25.94%', '流通市值': '8.82亿', '市盈率MRQ': '37.53', '每股收益': '0.33', '总股本': '9988.00万', '昨收': '17.23', '换手率': '2.09%', '最低': '16.42', '跌停': '15.51', '外盘': '4067手', '振幅': '4.82%', '量比': '--', '总市值': '16.43亿', '市净率': '1.78', '每股净资产': '9.25', '流通股本': '5363.00万'}
{'股票名称': '拉夏贝尔', '股票代码': '603157', '价格': '9.93', '升跌': '-0.68', '涨跌幅': '-6.41%', '今开': '10.57', '成交量': '5.68万手', '最高': '10.58', '涨停': '11.67', '内盘': '3.39万手', '成交额': '5774.65万', '委比': '-27.44%', '流通市值': '14.48亿', '市盈率MRQ': '17.05', '每股收益': '0.44', '总股本': '5.48亿', '昨收': '10.61', '换手率': '3.90%', '最低': '9.87', '跌停': '9.55', '外盘': '2.29万手', '振幅': '6.69%', '量比': '--', '总市值': '54.38亿', '市净率': '1.36', '每股净资产': '7.32', '流通股本': '1.46亿'}
{'股票名称': '上海亚虹', '股票代码': '603159', '价格': '18.91', '升跌': '-0.22', '涨跌幅': '-1.15%', '今开': '19.11', '成交量': '1.24万手', '最高': '19.28', '涨停': '21.04', '内盘': '7517手', '成交额': '2327.42万', '委比': '-72.35%', '流通市值': '4.73亿', '市盈率MRQ': '47.61', '每股收益': '0.30', '总股本': '10000.00万', '昨收': '19.13', '换手率': '4.96%', '最低': '18.22', '跌停': '17.22', '外盘': '4885手', '振幅': '5.54%', '量比': '0.25', '总市值': '18.91亿', '市净率': '4.61', '每股净资产': '4.10', '流通股本': '2500.00万'}
{'股票名称': '海量数据', '股票代码': '603138', '价格': '18.25', '升跌': '-1.52', '涨跌幅': '-7.69%', '今开': '19.65', '成交量': '2.52万手', '最高': '19.76', '涨停': '21.75', '内盘': '1.55万手', '成交额': '4749.63万', '委比': '81.87%', '流通市值': '8.64亿', '市盈率MRQ': '49.40', '每股收益': '0.28', '总股本': '1.50亿', '昨收': '19.77', '换手率': '5.33%', '最低': '18.03', '跌停': '17.79', '外盘': '9788手', '振幅': '8.75%', '量比': '--', '总市值': '27.46亿', '市净率': '6.63', '每股净资产': '2.75', '流通股本': '4735.64万'}
{'股票名称': '腾龙股份', '股票代码': '603158', '价格': '16.35', '升跌': '-0.11', '涨跌幅': '-0.67%', '今开': '16.33', '成交量': '1.13万手', '最高': '16.36', '涨停': '18.11', '内盘': '5675手', '成交额': '1811.29万', '委比': '72.16%', '流通市值': '35.47亿', '市盈率MRQ': '32.55', '每股收益': '0.38', '总股本': '2.19亿', '昨收': '16.46', '换手率': '0.52%', '最低': '15.51', '跌停': '14.81', '外盘': '5577手', '振幅': '5.16%', '量比': '0.33', '总市值': '35.74亿', '市净率': '3.54', '每股净资产': '4.62', '流通股本': '2.17亿'}
{'股票名称': '天目湖', '股票代码': '603136', '价格': '30.13', '升跌': '-1.79', '涨跌幅': '-5.61%', '今开': '31.70', '成交量': '1.32万手', '最高': '31.95', '涨停': '35.11', '内盘': '7892手', '成交额': '4070.60万', '委比': '76.04%', '流通市值': '6.03亿', '市盈率MRQ': '19.11', '每股收益': '1.18', '总股本': '8000.00万', '昨收': '31.92', '换手率': '6.60%', '最低': '29.79', '跌停': '28.73', '外盘': '5301手', '振幅': '6.77%', '量比': '--', '总市值': '24.10亿', '市净率': '2.95', '每股净资产': '10.21', '流通股本': '2000.00万'}
{'股票名称': '福达股份', '股票代码': '603166', '价格': '5.53', '升跌': '-0.34', '涨跌幅': '-5.79%', '今开': '5.85', '成交量': '2.54万手', '最高': '5.88', '涨停': '6.46', '内盘': '1.51万手', '成交额': '1444.84万', '委比': '-31.96%', '流通市值': '32.74亿', '市盈率MRQ': '31.03', '每股收益': '0.13', '总股本': '5.98亿', '昨收': '5.87', '换手率': '0.43%', '最低': '5.52', '跌停': '5.28', '外盘': '1.03万手', '振幅': '6.13%', '量比': '0.73', '总市值': '33.05亿', '市净率': '1.59', '每股净资产': '3.48', '流通股本': '5.92亿'}
{'股票名称': '科华控股', '股票代码': '603161', '价格': '16.30', '升跌': '-1.22', '涨跌幅': '-6.96%', '今开': '17.53', '成交量': '1.83万手', '最高': '17.53', '涨停': '19.27', '内盘': '1.17万手', '成交额': '3067.00万', '委比': '-77.69%', '流通市值': '5.44亿', '市盈率MRQ': '22.43', '每股收益': '0.54', '总股本': '1.33亿', '昨收': '17.52', '换手率': '5.47%', '最低': '16.30', '跌停': '15.77', '外盘': '6552手', '振幅': '7.02%', '量比': '--', '总市值': '21.74亿', '市净率': '1.79', '每股净资产': '9.11', '流通股本': '3340.00万'}
{'股票名称': '莎普爱思', '股票代码': '603168', '价格': '7.28', '升跌': '-0.52', '涨跌幅': '-6.67%', '今开': '7.78', '成交量': '2.75万手', '最高': '7.86', '涨停': '8.58', '内盘': '1.74万手', '成交额': '2050.19万', '委比': '36.91%', '流通市值': '21.65亿', '市盈率MRQ': '22.60', '每股收益': '0.24', '总股本': '3.23亿', '昨收': '7.80', '换手率': '0.93%', '最低': '7.21', '跌停': '7.02', '外盘': '1.01万手', '振幅': '8.33%', '量比': '2.36', '总市值': '23.48亿', '市净率': '1.39', '每股净资产': '5.23', '流通股本': '2.97亿'}
{'股票名称': '兰石重装', '股票代码': '603169', '价格': '4.31', '升跌': '-0.37', '涨跌幅': '-7.91%', '今开': '4.69', '成交量': '6.52万手', '最高': '4.69', '涨停': '5.15', '内盘': '4.35万手', '成交额': '2913.87万', '委比': '5.77%', '流通市值': '44.20亿', '市盈率MRQ': '--', '每股收益': '-0.15', '总股本': '10.52亿', '昨收': '4.68', '换手率': '0.64%', '最低': '4.31', '跌停': '4.21', '外盘': '2.17万手', '振幅': '8.12%', '量比': '0.62', '总市值': '45.32亿', '市净率': '1.45', '每股净资产': '2.96', '流通股本': '10.25亿'}
{'股票名称': '荣晟环保', '股票代码': '603165', '价格': '16.41', '升跌': '-1.28', '涨跌幅': '-7.24%', '今开': '17.73', '成交量': '2.89万手', '最高': '17.83', '涨停': '19.46', '内盘': '1.90万手', '成交额': '4889.94万', '委比': '-21.79%', '流通市值': '7.28亿', '市盈率MRQ': '15.74', '每股收益': '0.78', '总股本': '1.80亿', '昨收': '17.69', '换手率': '6.51%', '最低': '16.39', '跌停': '15.92', '外盘': '9899手', '振幅': '8.14%', '量比': '--', '总市值': '29.53亿', '市净率': '2.53', '每股净资产': '6.48', '流通股本': '4435.20万'}
{'股票名称': '汇顶科技', '股票代码': '603160', '价格': '74.00', '升跌': '-2.70', '涨跌幅': '-3.52%', '今开': '76.01', '成交量': '7157手', '最高': '76.54', '涨停': '84.37', '内盘': '4311手', '成交额': '5366.40万', '委比': '41.57%', '流通市值': '171.38亿', '市盈率MRQ': '79.51', '每股收益': '0.70', '总股本': '4.57亿', '昨收': '76.70', '换手率': '0.31%', '最低': '74.00', '跌停': '69.03', '外盘': '2846手', '振幅': '3.31%', '量比': '28.13', '总市值': '337.92亿', '市净率': '9.18', '每股净资产': '8.06', '流通股本': '2.32亿'}
{'股票名称': '德创环保', '股票代码': '603177', '价格': '9.44', '升跌': '-0.72', '涨跌幅': '-7.09%', '今开': '10.12', '成交量': '2.43万手', '最高': '10.18', '涨停': '11.18', '内盘': '1.68万手', '成交额': '2362.30万', '委比': '-9.36%', '流通市值': '5.83亿', '市盈率MRQ': '690.58', '每股收益': '0.01', '总股本': '2.02亿', '昨收': '10.16', '换手率': '3.94%', '最低': '9.40', '跌停': '9.14', '外盘': '7532手', '振幅': '7.68%', '量比': '--', '总市值': '19.07亿', '市净率': '3.68', '每股净资产': '2.56', '流通股本': '6175.00万'}
{'股票名称': '金牌厨柜', '股票代码': '603180', '价格': '68.01', '升跌': '-4.30', '涨跌幅': '-5.95%', '今开': '72.00', '成交量': '2.75万手', '最高': '73.35', '涨停': '79.54', '内盘': '1.55万手', '成交额': '1.93亿', '委比': '62.48%', '流通市值': '12.53亿', '市盈率MRQ': '28.89', '每股收益': '1.77', '总股本': '6750.00万', '昨收': '72.31', '换手率': '14.91%', '最低': '68.01', '跌停': '65.08', '外盘': '1.19万手', '振幅': '7.38%', '量比': '--', '总市值': '45.91亿', '市净率': '5.01', '每股净资产': '13.57', '流通股本': '1841.65万'}
{'股票名称': '华正新材', '股票代码': '603186', '价格': '15.21', '升跌': '-0.60', '涨跌幅': '-3.80%', '今开': '15.66', '成交量': '1.91万手', '最高': '15.76', '涨停': '17.39', '内盘': '1.15万手', '成交额': '2918.08万', '委比': '-52.59%', '流通市值': '11.21亿', '市盈率MRQ': '25.77', '每股收益': '0.44', '总股本': '1.31亿', '昨收': '15.81', '换手率': '2.59%', '最低': '14.90', '跌停': '14.23', '外盘': '7600手', '振幅': '5.44%', '量比': '--', '总市值': '19.87亿', '市净率': '3.02', '每股净资产': '5.03', '流通股本': '7371.68万'}
{'股票名称': '建研院', '股票代码': '603183', '价格': '18.66', '升跌': '-1.10', '涨跌幅': '-5.57%', '今开': '19.70', '成交量': '3.62万手', '最高': '19.91', '涨停': '21.74', '内盘': '2.36万手', '成交额': '6904.53万', '委比': '58.83%', '流通市值': '13.76亿', '市盈率MRQ': '49.41', '每股收益': '0.28', '总股本': '1.25亿', '昨收': '19.76', '换手率': '4.92%', '最低': '18.50', '跌停': '17.78', '外盘': '1.27万手', '振幅': '7.14%', '量比': '--', '总市值': '23.34亿', '市净率': '3.51', '每股净资产': '5.32', '流通股本': '7371.74万'}
{'股票名称': '渤海轮渡', '股票代码': '603167', '价格': '8.33', '升跌': '-0.30', '涨跌幅': '-3.48%', '今开': '8.62', '成交量': '1.85万手', '最高': '8.63', '涨停': '9.49', '内盘': '1.34万手', '成交额': '1567.69万', '委比': '28.39%', '流通市值': '40.10亿', '市盈率MRQ': '9.52', '每股收益': '0.66', '总股本': '4.93亿', '昨收': '8.63', '换手率': '0.39%', '最低': '8.33', '跌停': '7.77', '外盘': '5178手', '振幅': '3.48%', '量比': '0.23', '总市值': '41.09亿', '市净率': '1.22', '每股净资产': '6.85', '流通股本': '4.81亿'}
{'股票名称': '圣龙股份', '股票代码': '603178', '价格': '10.96', '升跌': '-0.43', '涨跌幅': '-3.78%', '今开': '11.43', '成交量': '1.55万手', '最高': '11.44', '涨停': '12.53', '内盘': '9741手', '成交额': '1724.74万', '委比': '32.41%', '流通市值': '5.48亿', '市盈率MRQ': '38.62', '每股收益': '0.21', '总股本': '2.03亿', '昨收': '11.39', '换手率': '3.10%', '最低': '10.95', '跌停': '10.25', '外盘': '5754手', '振幅': '4.30%', '量比': '--', '总市值': '22.29亿', '市净率': '2.65', '每股净资产': '4.14', '流通股本': '5000.00万'}
{'股票名称': '亚邦股份', '股票代码': '603188', '价格': '8.16', '升跌': '-0.50', '涨跌幅': '-5.77%', '今开': '8.68', '成交量': '6.42万手', '最高': '8.68', '涨停': '9.53', '内盘': '4.48万手', '成交额': '5349.89万', '委比': '-12.97%', '流通市值': '47.00亿', '市盈率MRQ': '12.86', '每股收益': '0.48', '总股本': '5.76亿', '昨收': '8.66', '换手率': '1.12%', '最低': '8.15', '跌停': '7.79', '外盘': '1.94万手', '振幅': '6.12%', '量比': '1.55', '总市值': '47.00亿', '市净率': '1.51', '每股净资产': '5.41', '流通股本': '5.76亿'}
{'股票名称': '皇马科技', '股票代码': '603181', '价格': '15.17', '升跌': '-0.43', '涨跌幅': '-2.76%', '今开': '15.61', '成交量': '2.36万手', '最高': '15.99', '涨停': '17.16', '内盘': '1.34万手', '成交额': '3679.47万', '委比': '6.18%', '流通市值': '15.02亿', '市盈率MRQ': '16.75', '每股收益': '0.68', '总股本': '2.00亿', '昨收': '15.60', '换手率': '2.39%', '最低': '15.06', '跌停': '14.04', '外盘': '1.03万手', '振幅': '5.96%', '量比': '--', '总市值': '30.34亿', '市净率': '2.21', '每股净资产': '6.86', '流通股本': '9900.00万'}
{'股票名称': '日播时尚', '股票代码': '603196', '价格': '10.96', '升跌': '-0.06', '涨跌幅': '-0.54%', '今开': '11.02', '成交量': '9783手', '最高': '11.02', '涨停': '12.12', '内盘': '7048手', '成交额': '1070.37万', '委比': '-15.68%', '流通市值': '7.17亿', '市盈率MRQ': '94.39', '每股收益': '0.09', '总股本': '2.40亿', '昨收': '11.02', '换手率': '1.50%', '最低': '10.91', '跌停': '9.92', '外盘': '2734手', '振幅': '1.00%', '量比': '--', '总市值': '26.30亿', '市净率': '2.82', '每股净资产': '3.89', '流通股本': '6540.00万'}
{'股票名称': '新泉股份', '股票代码': '603179', '价格': '17.00', '升跌': '-0.99', '涨跌幅': '-5.50%', '今开': '18.02', '成交量': '1.81万手', '最高': '18.05', '涨停': '19.79', '内盘': '1.23万手', '成交额': '3160.00万', '委比': '29.44%', '流通市值': '16.14亿', '市盈率MRQ': '12.74', '每股收益': '1.00', '总股本': '2.28亿', '昨收': '17.99', '换手率': '1.91%', '最低': '16.98', '跌停': '16.19', '外盘': '5864手', '振幅': '5.95%', '量比': '--', '总市值': '38.72亿', '市净率': '2.58', '每股净资产': '6.60', '流通股本': '9492.28万'}
{'股票名称': '迎驾贡酒', '股票代码': '603198', '价格': '14.12', '升跌': '-0.64', '涨跌幅': '-4.34%', '今开': '14.71', '成交量': '2.83万手', '最高': '14.77', '涨停': '16.24', '内盘': '1.85万手', '成交额': '4046.55万', '委比': '58.71%', '流通市值': '112.96亿', '市盈率MRQ': '17.01', '每股收益': '0.62', '总股本': '8.00亿', '昨收': '14.76', '换手率': '0.35%', '最低': '14.09', '跌停': '13.28', '外盘': '9757手', '振幅': '4.61%', '量比': '0.50', '总市值': '112.96亿', '市净率': '2.78', '每股净资产': '5.07', '流通股本': '8.00亿'}
